source,snapshot,path,hash,kind,check_type,status,reason
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,.codex/config.toml,6456d5aa7c32b9f2cb361a6cf35d8c2cd0ff8ae1,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,.gitignore,0a1f4049e118315be57a87f5def756efd7306d21,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,HackAlem_AI_Граф_денег_восстановление_финансовой_структуры_организованной.md,d463af36615c924c2c7d6350583a5bed14f6e926,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,Makefile,097fc3e2254c651126a9bf6a28a6002d06c24a4a,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,README.md,52ad1c3678b7ba962ed35ce74713f754d1b197d6,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,api/__init__.py,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,api/__pycache__/__init__.cpython-314.pyc,b6a509697c6595886c35770ce36711c844203cce,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,api/__pycache__/main.cpython-314.pyc,b51e3ad3267cb2babb3ed4fa3ac22a55b8decbbe,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,api/main.py,2c1f5ff5e10dfb244218031b4cd0a21bd3ab201c,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,data/edges.parquet,a2f957eac43af647391523a5da77c625f5e12b66,data,source_data_invariants,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,data/nodes.parquet,a312bab63f4e5c4ed4471298789ffbdea612c1d7,data,source_data_invariants,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,data/transactions.parquet,ab7f49293607c32f28f3daa9403fc7b0ea903ec1,data,source_data_invariants,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,dataset 4.md,c151e1e61fea99b27e79b49406073dd9e192f80a,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,out/clusters.csv,ccac5e26c037b4ab3b8cc13343eb59e7780c6d53,data,committed_csv_json_parse,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,out/features.parquet,98374a0ccf8f4d807eb5e966f4ad83f71aadb0ac,data,inventory_only,not_reviewed,Generated features parquet not independently parsed; CSV/JSON exports and source reviewed.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,out/graph.json,a405934a279363e77e0d78b3b0c8290a6eb2e340,data,committed_csv_json_parse,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,out/nodes_roles.csv,3e9b2cd528db9133054f767de5281a51b67bbc97,data,committed_csv_json_parse,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,out/resilience.json,68e223450f8e629db1bdac9f8db69e84e296056d,data,committed_csv_json_parse,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,out/summary.json,d1fba69f288aac60b1b4b8125bc5633d99eb354f,data,committed_csv_json_parse,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,out/top_nodes.csv,ab0dd17c372f6fc705671f020887b91d2cca1eb1,data,committed_csv_json_parse,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__init__.py,fc96f5b3788640fe0318ee8fb3854afbbb2babc2,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__main__.py,0b64e31c5a83ec5fd539ab68800fedcd5d54cef8,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/__init__.cpython-311.pyc,6e2809f6b16e9e39f5fc82096f28d449df9ef5fb,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/__init__.cpython-313.pyc,efcc1e83b1c3479cb4bb62073ffe6c6533ce48f6,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/__main__.cpython-311.pyc,9b5fd9d7f2b49d7c8e230a103996927e0aa31ab4,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/__main__.cpython-313.pyc,4932828de7db9e5c03d7744983846e4fbd4483ef,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/clusters.cpython-311.pyc,fffcc1299775a382c6098df432016ee0af90ea0c,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/clusters.cpython-313.pyc,3fc10d72a21453603fe87334679a2a7069abe982,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/export.cpython-311.pyc,427f67772eb163d11f959bc953c384302645ec36,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/export.cpython-313.pyc,ab87dce3ebf93c4b098f3c08e1fb8d0d94da8b62,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/features.cpython-311.pyc,65480cfe4a89ba7d03170653da931ee2d573ab40,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/features.cpython-313.pyc,cd53ec595d2f9237bdd096d440f64519f6590d4e,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/layout.cpython-311.pyc,08bd8c258f0e1cd4e01f00dbb5631e9b15fdb924,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/layout.cpython-313.pyc,522e366f99099333f06e7c3dd654fe3dbfa6a364,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/load.cpython-311.pyc,30e2e59e1d886b2bb0d041ebfe1927501657f94d,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/load.cpython-313.pyc,b53adf792543b3dad8b3659cf6749121a1c8395c,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/roles.cpython-311.pyc,357988adc1f6ad7aa6283dac31fede1dc49754bb,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/roles.cpython-313.pyc,5e354ba30999bfc52debce06334bb6edfa00375a,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/scoring.cpython-311.pyc,1f3c84e4500666d388371e9cc3fbf619fa33cfa8,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/__pycache__/scoring.cpython-313.pyc,45e448c08baa5973f2f5e82af0a6d97a9124543c,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/clusters.py,a0730e106e1b3e59f50aa496f793cddb9df30c1c,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/config.yaml,d4280b2507b61a3584e3e67a62575ca5f4259466,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/export.py,c0fef5ebbeb46938ebcb125821963953775198be,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/features.py,1241a839f1b796cddcea9a73fff29d9c95e81545,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/layout.py,f77a1b91a6fca8ea89f62b3a476ad2d6e30539b5,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/load.py,62f65647419571da5bf54cc9b40f56d814061b7d,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/roles.py,d9b8232d7a740f3a2b060d2e9d34a60884966620,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,pipeline/scoring.py,6a7de6d703e01e47dd0679e2bcfb8d6bb75b672d,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,requirements.txt,ac1c8d2d5c45f7d11428acb7f780df1b97666a6e,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/check_contract.py,ef137e8674e8799723a2854d4c0be83850c7684a,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/check_rules.py,695644b77bdb13af208567e0841af8d0eda09a9a,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out1/clusters.csv,ccac5e26c037b4ab3b8cc13343eb59e7780c6d53,data,committed_csv_json_parse,identical_to_reviewed,Same content as codex/ui-integration:out/clusters.csv
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out1/features.parquet,c95455b295e169f33da2e4e35794d11a052a6cce,data,inventory_only,not_reviewed,Generated features parquet not independently parsed; CSV/JSON exports and source reviewed.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out1/graph.json,eab75ee72f3246d357ea762e11109fe8f9c8f6d3,data,committed_csv_json_parse,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out1/nodes_roles.csv,a64056d27877942619e84aa7ec88981e13fd894a,data,committed_csv_json_parse,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out1/resilience.json,68e223450f8e629db1bdac9f8db69e84e296056d,data,committed_csv_json_parse,identical_to_reviewed,Same content as codex/ui-integration:out/resilience.json
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out1/summary.json,fc481496e7cc4c365ab7c27e631340c48743ef9f,data,committed_csv_json_parse,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out1/top_nodes.csv,ab0dd17c372f6fc705671f020887b91d2cca1eb1,data,committed_csv_json_parse,identical_to_reviewed,Same content as codex/ui-integration:out/top_nodes.csv
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out2/clusters.csv,ccac5e26c037b4ab3b8cc13343eb59e7780c6d53,data,committed_csv_json_parse,identical_to_reviewed,Same content as codex/ui-integration:out/clusters.csv
